run_id,workflow_name,status,conclusion,created_at,updated_at,wall_clock_seconds,wall_clock_minutes,exec_seconds,exec_minutes,queue_seconds,queue_minutes,first_job_started,last_job_completed,head_branch,event,pr_number,label_group,base_branch
23444988232,PE-CI,completed,success,2026-03-23T15:20:29Z,2026-03-23T17:30:40Z,7811,130.2,7800,130.0,6,0.1,2026-03-23T15:20:35Z,2026-03-23T17:30:35Z,feat/gradle931,pull_request,6127,mz-autotest+pe-autotest,develop
23337484513,PE-CI,completed,skipped,2026-03-20T09:48:18Z,2026-03-20T09:48:19Z,1,0.0,0,0.0,1,0.0,2026-03-20T09:48:19Z,2026-03-20T09:48:18Z,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
22892013746,PE-CI,completed,cancelled,2026-03-10T07:36:08Z,2026-03-10T08:38:55Z,3767,62.8,3762,62.7,4,0.1,2026-03-10T07:36:12Z,2026-03-10T08:38:54Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22579903333,PE-CI,completed,success,2026-03-02T14:16:12Z,2026-03-02T16:28:02Z,7910,131.8,7905,131.8,4,0.1,2026-03-02T14:16:16Z,2026-03-02T16:28:01Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23130080849,PE-CI,completed,success,2026-03-16T05:58:00Z,2026-03-16T07:49:33Z,6693,111.5,6688,111.5,4,0.1,2026-03-16T05:58:04Z,2026-03-16T07:49:32Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
22952736192,PE-CI,completed,cancelled,2026-03-11T12:32:44Z,2026-03-11T13:40:43Z,4079,68.0,4074,67.9,4,0.1,2026-03-11T12:32:48Z,2026-03-11T13:40:42Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23202882517,PE-CI,completed,failure,2026-03-17T15:44:30Z,2026-03-17T15:58:35Z,845,14.1,839,14.0,6,0.1,2026-03-17T15:44:36Z,2026-03-17T15:58:35Z,feature/t-babelfish-mz94-dev-XE-22629-enable-changing-version,pull_request,6135,mz-autotest+pe-autotest,develop
23242032244,PE-CI,completed,cancelled,2026-03-18T11:15:43Z,2026-03-18T11:16:16Z,33,0.6,25,0.4,7,0.1,2026-03-18T11:15:50Z,2026-03-18T11:16:15Z,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
23306450538,PE-CI,completed,cancelled,2026-03-19T16:53:00Z,2026-03-19T16:53:02Z,2,0.0,1,0.0,1,0.0,2026-03-19T16:53:01Z,2026-03-19T16:53:02Z,t-l3-develop-XE-23512,pull_request,6160,mz-autotest+pe-autotest,develop
23199156792,PE-CI,completed,failure,2026-03-17T14:25:30Z,2026-03-17T14:38:53Z,803,13.4,797,13.3,5,0.1,2026-03-17T14:25:35Z,2026-03-17T14:38:52Z,feature/t-babelfish-mz94-dev-XE-22629-enable-changing-version,pull_request,6135,mz-autotest+pe-autotest,develop
23004615459,PE-CI,completed,success,2026-03-12T13:35:07Z,2026-03-12T15:45:24Z,7817,130.3,7788,129.8,26,0.4,2026-03-12T13:35:33Z,2026-03-12T15:45:21Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23295713079,PE-CI,completed,cancelled,2026-03-19T12:51:24Z,2026-03-19T12:51:25Z,1,0.0,0,0.0,0,0.0,,,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
22574913090,PE-CI,completed,skipped,2026-03-02T11:56:13Z,2026-03-02T11:56:21Z,8,0.1,0,0.0,8,0.1,2026-03-02T11:56:21Z,2026-03-02T11:56:21Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22604186946,PE-CI,completed,failure,2026-03-03T01:36:23Z,2026-03-03T01:53:12Z,1009,16.8,1005,16.8,4,0.1,2026-03-03T01:36:27Z,2026-03-03T01:53:12Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
22767100046,PE-CI,completed,success,2026-03-06T14:12:32Z,2026-03-06T16:17:15Z,7483,124.7,7451,124.2,31,0.5,2026-03-06T14:13:03Z,2026-03-06T16:17:14Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
23240494323,PE-CI,completed,action_required,2026-03-18T10:35:07Z,2026-03-18T10:35:07Z,0,0.0,0,0.0,0,0.0,,,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
23194275331,PE-CI,completed,action_required,2026-03-17T12:31:02Z,2026-03-17T12:31:02Z,0,0.0,0,0.0,0,0.0,,,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
23347781082,PE-CI,completed,cancelled,2026-03-20T14:37:34Z,2026-03-20T14:37:39Z,5,0.1,0,0.0,0,0.0,,,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
22671001162,PE-CI,completed,success,2026-03-04T13:16:34Z,2026-03-04T15:19:56Z,7402,123.4,7393,123.2,8,0.1,2026-03-04T13:16:42Z,2026-03-04T15:19:55Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
23293771782,PE-CI,completed,cancelled,2026-03-19T11:58:47Z,2026-03-19T11:58:50Z,3,0.1,1,0.0,1,0.0,2026-03-19T11:58:48Z,2026-03-19T11:58:49Z,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
23295713995,PE-CI,completed,success,2026-03-19T12:51:25Z,2026-03-19T14:23:26Z,5521,92.0,5508,91.8,12,0.2,2026-03-19T12:51:37Z,2026-03-19T14:23:25Z,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
22995987977,PE-CI,completed,skipped,2026-03-12T09:49:20Z,2026-03-12T09:49:27Z,7,0.1,0,0.0,7,0.1,2026-03-12T09:49:27Z,2026-03-12T09:49:27Z,copilot/implement-unit-test-improvements,pull_request,6107,mz-autotest+pe-autotest,develop
23147545861,PE-CI,completed,cancelled,2026-03-16T14:00:53Z,2026-03-16T14:37:20Z,2187,36.5,2182,36.4,4,0.1,2026-03-16T14:00:57Z,2026-03-16T14:37:19Z,copilot/add-retry-analyzer-for-tests,pull_request,6124,mz-autotest+pe-autotest,develop
22670983386,PE-CI,completed,cancelled,2026-03-04T13:16:04Z,2026-03-04T13:16:39Z,35,0.6,9,0.1,25,0.4,2026-03-04T13:16:29Z,2026-03-04T13:16:38Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
23183848513,PE-CI,completed,failure,2026-03-17T07:48:14Z,2026-03-17T08:05:28Z,1034,17.2,1004,16.7,29,0.5,2026-03-17T07:48:43Z,2026-03-17T08:05:27Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
23506262434,PE-CI,completed,skipped,2026-03-24T18:37:24Z,2026-03-24T18:37:25Z,1,0.0,0,0.0,1,0.0,2026-03-24T18:37:25Z,2026-03-24T18:37:25Z,bugfix/t-avengers-XE-23568-fix-authserver-oracle-storage-type,pull_request,6172,mz-autotest+pe-autotest,develop
22995987863,PE-CI,completed,cancelled,2026-03-12T09:49:20Z,2026-03-12T09:49:21Z,1,0.0,0,0.0,0,0.0,,,copilot/implement-unit-test-improvements,pull_request,6107,mz-autotest+pe-autotest,develop
23293961872,PE-CI,completed,success,2026-03-19T12:04:08Z,2026-03-19T14:11:57Z,7669,127.8,7665,127.8,3,0.1,2026-03-19T12:04:11Z,2026-03-19T14:11:56Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23542279712,PE-CI,completed,failure,2026-03-25T13:00:09Z,2026-03-25T13:21:01Z,1252,20.9,1212,20.2,39,0.7,2026-03-25T13:00:48Z,2026-03-25T13:21:00Z,feature/t-babelfish-mz94-dev-XE-22629-enable-changing-version,pull_request,6135,mz-autotest+pe-autotest,develop
22942988855,PE-CI,completed,cancelled,2026-03-11T08:11:47Z,2026-03-11T10:08:46Z,7019,117.0,7014,116.9,3,0.1,2026-03-11T08:11:50Z,2026-03-11T10:08:44Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22581087346,PE-CI,completed,failure,2026-03-02T14:45:48Z,2026-03-02T14:58:11Z,743,12.4,236,3.9,506,8.4,2026-03-02T14:54:14Z,2026-03-02T14:58:10Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22575930624,PE-CI,completed,failure,2026-03-02T12:25:53Z,2026-03-02T12:31:49Z,356,5.9,185,3.1,171,2.9,2026-03-02T12:28:44Z,2026-03-02T12:31:49Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22712026740,PE-CI,completed,cancelled,2026-03-05T09:46:46Z,2026-03-05T12:50:20Z,11014,183.6,2645,44.1,8368,139.5,2026-03-05T12:06:14Z,2026-03-05T12:50:19Z,copilot/update-openapi-generator-version,pull_request,6056,mz-autotest+pe-autotest,develop
22574562675,PE-CI,completed,failure,2026-03-02T11:45:57Z,2026-03-02T12:09:50Z,1433,23.9,1428,23.8,4,0.1,2026-03-02T11:46:01Z,2026-03-02T12:09:49Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
22895316132,PE-CI,completed,failure,2026-03-10T09:14:54Z,2026-03-10T09:19:02Z,248,4.1,243,4.0,5,0.1,2026-03-10T09:14:59Z,2026-03-10T09:19:02Z,fix/amazon-sqs-null-safety,pull_request,6087,mz-autotest+pe-autotest,develop
23143634438,PE-CI,completed,success,2026-03-16T12:27:46Z,2026-03-16T18:38:45Z,22259,371.0,7089,118.2,15169,252.8,2026-03-16T16:40:35Z,2026-03-16T18:38:44Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
23185053625,PE-CI,completed,success,2026-03-17T08:24:34Z,2026-03-17T10:32:04Z,7650,127.5,7622,127.0,27,0.5,2026-03-17T08:25:01Z,2026-03-17T10:32:03Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23333160727,PE-CI,completed,cancelled,2026-03-20T07:25:33Z,2026-03-20T08:00:19Z,2086,34.8,2081,34.7,4,0.1,2026-03-20T07:25:37Z,2026-03-20T08:00:18Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23334092157,PE-CI,completed,success,2026-03-20T07:59:43Z,2026-03-20T10:08:35Z,7732,128.9,7693,128.2,38,0.6,2026-03-20T08:00:21Z,2026-03-20T10:08:34Z,copilot/update-copilot-instructions,pull_request,5736,mz-autotest+pe-autotest,develop
23183741988,PE-CI,completed,cancelled,2026-03-17T07:44:49Z,2026-03-17T07:48:41Z,232,3.9,203,3.4,28,0.5,2026-03-17T07:45:17Z,2026-03-17T07:48:40Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
22698703448,PE-CI,completed,success,2026-03-05T01:59:35Z,2026-03-05T03:49:36Z,6601,110.0,6595,109.9,4,0.1,2026-03-05T01:59:39Z,2026-03-05T03:49:34Z,t-darkside-develop-XE-19114-system-log-performance,pull_request,5990,mz-autotest+pe-autotest,develop
23742428303,PE-CI,completed,failure,2026-03-30T11:28:41Z,2026-03-30T13:02:14Z,5613,93.5,5609,93.5,3,0.1,2026-03-30T11:28:44Z,2026-03-30T13:02:13Z,DOT-3301-playwright-base-image,pull_request,6192,mz-autotest+pe-autotest,develop
22558633883,PE-CI,completed,success,2026-03-02T02:14:07Z,2026-03-02T04:00:01Z,6354,105.9,6351,105.8,3,0.1,2026-03-02T02:14:10Z,2026-03-02T04:00:01Z,origin/feature/t-darkside-develop-XE-14185-OpenAPIUDRList,pull_request,5973,mz-autotest+pe-autotest,develop
